Time,Voltage,Controller
758839,472,0
759040,473,0
759240,472,1
759441,473,0
759642,473,0
759842,472,0
760043,472,0
760244,472,0
760444,472,0
760646,473,0
760847,473,0
761048,473,0
761248,472,0
761449,472,0
761650,472,0
761850,472,0
762051,472,0
762252,472,0
762452,472,0
762653,472,0
762854,473,0
763055,473,0
763255,473,0
763457,473,0
763658,473,0
763858,472,0
764059,474,0
764260,472,0
764461,471,0
764661,472,0
764862,472,0
765063,472,0
765263,472,0
765464,472,0
765665,472,0
765865,473,0
766066,473,0
766268,472,0
766469,472,0
766669,472,0
766870,472,0
767071,472,0
767271,472,0
767472,472,0
767673,473,0
767874,472,0
768074,473,0
768275,472,1
768476,472,0
768676,472,0
768877,472,0
769079,472,0
769280,472,0
769480,472,0
769681,472,0
769882,472,0
770082,472,0
770283,472,0
770484,471,0
770684,474,0
770885,472,0
771086,471,0
771287,472,0
771487,472,0
771688,472,0
771889,472,0
772090,471,0
772291,472,0
772492,472,0
772692,472,0
772893,472,0
773094,472,0
773295,474,0
773495,472,0
773696,472,0
773897,472,0
774097,472,0
774298,473,0
774499,472,0
774700,472,0
774901,472,0
775102,472,0
775303,472,0
775503,472,0
775704,472,0
775905,472,0
776105,472,0
776306,472,0
776507,472,0
776708,472,0
776908,472,0
777109,472,0
777310,472,0
777510,472,0
777712,472,0
777913,472,0
778114,473,0
778314,472,0
778515,472,0
778716,472,0
778916,472,0
779117,472,0
779318,472,0
779518,472,0
779719,472,0
779920,472,0
780121,472,0
780321,472,0
780523,473,0
780724,472,0
780924,473,0
781125,472,0
781326,472,0
781527,472,0
781727,472,0
781928,472,0
782129,472,0
782329,472,0
782530,472,0
782731,472,0
782931,472,0
783132,472,0
783334,472,0
783535,472,0
783735,472,0
783936,472,1
784137,472,0
784337,472,0
784538,472,0
784739,472,0
784940,472,0
785140,472,0
785341,472,0
785542,472,0
785742,472,0
785943,472,0
786144,472,0
786345,472,0
786546,472,0
786747,472,0
786948,472,0
787148,472,0
787349,472,0
787550,472,0
787750,472,0
787951,474,0
788152,472,0
788353,472,0
788553,472,0
788754,472,0
788955,472,0
789156,472,0
789357,472,0
789558,472,0
789758,472,0
789959,472,0
790160,472,0
790361,472,0
790561,472,0
790762,472,0
790963,472,0
791163,472,0
791364,471,0
791565,472,0
791766,471,0
791967,471,0
792168,472,0
792369,472,0
792569,472,0
792770,472,0
792971,472,0
793171,472,0
793372,472,0
793573,472,0
793774,472,0
793974,472,0
794175,472,0
794376,472,0
794576,471,0
794778,472,0
794979,472,0
795180,472,0
795380,472,0
795581,472,0
795782,472,0
795982,471,0
796183,472,0
796384,472,0
796584,472,0
796785,472,0
796986,472,1
797187,472,0
797387,472,0
797589,472,0
797790,472,0
797990,472,0
798191,471,0
798392,472,0
798593,471,0
798793,472,0
798994,472,0
799195,472,0
799395,472,0
799596,472,0
799797,471,0
799997,472,0
800198,472,0
800400,471,0
800601,470,0
800801,472,0
801002,472,1
801203,471,0
801403,472,0
801604,472,0
801805,471,0
802006,472,0
802206,471,0
802407,471,0
802608,472,0
802808,472,0
803009,472,0
803211,471,0
803411,472,0
803612,472,0
803813,472,0
804014,472,1
804214,472,0
804415,471,0
804616,471,0
804816,472,0
805017,472,0
805218,472,0
805419,471,0
805619,471,0
805820,472,0
806021,471,0
806222,472,0
806423,472,0
806624,471,0
806824,471,0
807025,472,0
807226,472,0
807427,471,0
807627,471,0
807828,472,0
808029,471,0
808229,472,0
808430,472,0
808631,472,0
808832,472,0
809033,471,0
809234,472,0
809435,471,1
809635,471,0
809836,471,0
810037,471,0
810237,471,0
810438,472,0
810639,472,0
810840,472,0
811040,472,0
811241,472,0
811442,472,0
811642,472,0
811843,472,0
812045,472,0
812246,471,0
812446,472,0
812647,472,0
812848,472,0
813048,472,0
813249,472,0
813450,471,0
813650,472,0
813851,471,0
814052,473,0
814253,472,0
814453,472,0
814654,473,0
814856,472,0
815056,472,0
815257,473,0
815458,472,0
815659,471,0
815859,472,0
816060,472,0
816261,471,0
816461,472,0
816662,472,0
816863,471,0
817063,472,0
817264,472,0
817465,472,0
817667,472,0
817867,472,0
818068,472,0
818269,471,0
818469,471,0
818670,471,0
818871,471,0
819072,471,0
819272,471,0
819473,470,0
819674,471,0
819874,471,0
820075,471,0
820276,472,0
820477,471,0
820678,471,0
820879,472,0
821080,472,0
821280,471,0
821481,471,0
821682,471,0
821882,472,0
822083,472,0
822284,472,0
822484,471,0
822685,472,0
822886,471,0
823087,471,0
823288,471,0
823489,471,0
823690,471,0
823890,471,0
824091,472,0
824292,471,0
824493,471,0
824693,471,0
824894,471,0
825095,471,0
825295,471,0
825496,471,0
825697,471,0
825897,470,0
826098,471,0
826300,471,0
826501,471,0
826701,471,0
826902,471,0
827103,471,0
827303,471,0
827504,471,0
827705,471,0
827906,472,0
828106,471,0
828307,471,0
828508,471,0
828708,471,0
828909,471,0
829111,472,0
829312,471,0
829512,471,0
829713,472,0
829914,471,0
830114,470,0
830315,471,0
830516,471,0
830716,471,0
830917,471,0
831118,472,0
831319,471,0
831519,471,1
831720,471,0
831922,471,0
832122,471,0
832323,470,0
832524,472,0
832724,471,0
832925,472,0
833126,471,0
833327,471,0
833527,471,0
833728,471,0
833929,471,0
834129,471,0
834330,471,0
834531,471,0
834732,471,0
834933,471,0
835134,471,0
835335,471,0
835535,471,0
835736,471,0
835937,471,0
836137,471,0
836338,471,0
836539,471,0
836740,472,0
836940,471,0
837141,471,0
837342,471,0
837542,471,0
837744,471,0
837945,471,0
838146,471,0
838346,471,0
838547,471,0
838748,471,0
838948,471,0
839149,471,1
839350,471,0
839550,471,0
839751,471,0
839952,471,0
840153,471,0
840353,471,0
840555,470,0
840756,471,0
840956,471,0
841157,471,0
841358,471,0
841559,471,0
841759,471,0
841960,471,0
842161,471,0
842361,471,0
842562,471,0
842763,471,0
842963,471,0
843164,473,0
843365,471,0
843567,471,0
843767,471,0
843968,471,0
844169,471,0
844369,471,0
844570,471,0
844771,471,0
844972,471,0
845172,471,0
845373,471,0
845574,471,0
845774,471,0
845975,471,0
846176,471,0
846377,471,0
846578,471,0
846779,471,0
846980,471,0
847180,471,0
847381,471,0
847582,470,0
847782,471,0
847983,471,0
848184,471,0
848385,473,0
848585,471,0
848786,471,0
848987,471,0
849188,471,0
849389,471,0
849590,471,0
849790,471,0
849991,471,0
850192,471,0
850393,471,0
850593,471,0
850794,471,0
850995,471,0
851195,471,0
851396,471,0
851597,470,0
851798,471,0
851998,471,0
852200,471,0
852401,471,0
852601,471,0
852802,470,0
853003,471,0
853203,470,0
853404,470,0
853605,470,0
853806,471,0
854006,470,0
854207,470,0
854408,470,0
854608,471,0
854809,470,0
855011,470,0
855212,470,0
855412,470,0
855613,470,0
855814,470,0
856014,472,0
856215,470,0
856416,470,0
856616,470,0
856817,470,0
857018,470,0
857219,470,0
857419,470,0
857620,471,0
857822,472,0
858022,471,0
858223,471,0
858424,470,0
858625,470,0
858825,470,0
859026,470,0
859227,470,0
859427,471,0
859628,469,0
859829,470,0
860029,470,0
860230,470,0
860431,470,0
860633,470,0
860833,470,0
861034,470,0
861235,471,0
861435,470,0
861636,470,0
861837,471,0
862038,470,0
862238,470,0
862439,470,0
862640,470,0
862840,470,0
863041,470,0
863242,470,0
863443,470,0
863644,470,0
863845,470,0
864046,470,0
864246,469,0
864447,470,0
864648,470,0
864848,470,0
865049,470,0
865250,470,0
865451,470,0
865651,470,0
865852,470,0
866053,470,0
866254,470,0
866455,470,0
866656,470,0
866856,470,0
867057,470,0
867258,470,0
867459,470,0
867659,470,0
867860,469,0
868061,470,0
868261,470,0
868462,470,0
868663,470,0
868864,470,0
869065,470,0
869266,470,0
869467,470,0
869667,470,0
869868,470,0
870069,469,0
870269,470,0
870470,470,0
870671,470,0
870872,470,0
871072,470,0
871273,468,0
871474,469,0
871674,470,0
871876,470,0
872077,469,0
872278,470,0
872478,470,0
872679,470,0
872880,469,0
873080,470,0
873281,470,0
873482,470,0
873682,470,0
873883,472,0
874084,470,0
874285,470,0
874485,469,0
874687,470,0
874888,470,0
875088,470,0
875289,469,1
875490,469,0
875691,469,0
875891,469,0
876092,470,0
876293,470,0
876493,469,0
876694,469,0
876895,469,0
877095,469,0
877296,469,0
877498,469,0
877699,469,0
877899,469,0
878100,469,0
878301,469,0
878501,469,0
878702,469,0
878903,469,0
879104,469,0
879304,468,0
879505,469,0
879706,469,0
879906,469,0
880107,469,0
880309,469,0
880509,469,0
880710,469,0
880911,469,0
881112,469,0
881312,469,0
881513,469,0
881714,469,0
881914,469,0
882115,469,0
882316,469,0
882516,469,0
882717,469,0
882918,468,0
883119,469,0
883320,469,1
883521,469,0
883722,469,0
883922,469,0
884123,469,0
884324,469,0
884525,469,0
884725,469,0
884926,469,0
885127,469,0
885327,469,0
885528,469,0
885729,469,0
885929,469,0
886131,469,0
886332,468,0
886533,469,0
886733,469,0
886934,469,0
887135,469,0
887335,469,0
887536,469,0
887737,469,0
887938,469,0
888138,469,0
888339,469,0
888540,469,0
888740,469,0
888941,469,0
889143,469,0
889344,469,0
889544,469,0
889745,469,0
889946,471,0
890146,469,0
890347,469,1
890548,469,0
890748,469,0
890949,469,0
891150,469,0
891351,469,0
891551,469,0
891752,469,0
891954,469,0
892154,469,0
892355,469,0
892556,469,0
892756,469,0
892957,469,0
893158,469,0
893359,468,0
893559,469,0
893760,470,0
893961,469,0
894161,469,0
894362,469,0
894563,469,0
894765,469,0
894965,469,0
895166,470,0
895367,469,0
895567,469,0
895768,469,0
895969,469,1
896169,470,0
896370,469,0
896571,469,0
896772,470,0
896972,471,0
897173,469,0
897374,469,0
897575,469,0
897776,470,0
897977,470,0
898178,470,0
898378,470,0
898579,470,0
898780,470,0
898980,470,0
899181,470,0
899382,470,0
899582,470,0
899783,470,0
899984,470,0
900185,469,0
900386,470,0
900587,469,0
900788,470,0
900988,470,0
901189,470,0
