"Time (s) Run #1","x-Position, Object #1 (m) Run #1","y-Position, Object #1 (m) Run #1","x-Velocity, Object #1 (m/s) Run #1","y-Velocity, Object #1 (m/s) Run #1","x-Acceleration, Object #1 (m/s²) Run #1","y-Acceleration, Object #1 (m/s²) Run #1","Time (s) Run #2","Angle, 004-000 (rad) Run #2","Angular Velocity, 004-000 (rad/s) Run #2","Angular Acceleration, 004-000 (rad/s²) Run #2","Position, 004-000 (m) Run #2","Velocity, 004-000 (m/s) Run #2","Acceleration, 004-000 (m/s²) Run #2","Angle, 670-231 (rad) Run #2","Angular Velocity, 670-231 (rad/s) Run #2","Angular Acceleration, 670-231 (rad/s²) Run #2","Position, 670-231 (m) Run #2","Velocity, 670-231 (m/s) Run #2","Acceleration, 670-231 (m/s²) Run #2"
,,,,,,,18.850,-8.853,-0.105,1.955,-0.2113,-0.002,0.047,0.295,-0.367,2.094,0.0070,-0.009,0.050
,,,,,,,18.900,-8.856,-0.021,1.396,-0.2114,-5.000E-4,0.033,0.280,-0.241,2.513,0.0067,-0.006,0.060
,,,,,,,18.950,-8.856,0.042,0.733,-0.2114,1.000E-3,0.017,0.270,-0.105,2.688,0.0064,-0.002,0.064
,,,,,,,19.000,-8.850,0.063,-0.070,-0.2113,0.001,-0.002,0.270,0.031,2.723,0.0064,7.500E-4,0.065
,,,,,,,19.050,-8.847,0.031,-0.838,-0.2112,7.500E-4,-0.020,0.273,0.168,2.653,0.0065,0.004,0.063
,,,,,,,19.100,-8.847,-0.031,-1.501,-0.2112,-7.500E-4,-0.036,0.286,0.304,2.374,0.0068,0.007,0.057
,,,,,,,19.150,-8.850,-0.115,-2.129,-0.2113,-0.003,-0.051,0.305,0.419,1.850,0.0073,0.010,0.044
,,,,,,,19.200,-8.856,-0.241,-2.653,-0.2114,-0.006,-0.063,0.330,0.492,1.152,0.0079,0.012,0.027
,,,,,,,19.250,-8.872,-0.398,-2.897,-0.2118,-0.009,-0.069,0.355,0.534,0.419,0.0085,0.013,0.010
,,,,,,,19.300,-8.897,-0.545,-2.827,-0.2124,-0.013,-0.067,0.383,0.534,-0.314,0.0091,0.013,-0.007
,,,,,,,19.350,-8.928,-0.681,-2.583,-0.2131,-0.016,-0.062,0.412,0.503,-1.012,0.0098,0.012,-0.024
,,,,,,,19.400,-8.963,-0.806,-2.234,-0.2140,-0.019,-0.053,0.434,0.429,-1.571,0.0103,0.010,-0.037
,,,,,,,19.450,-9.010,-0.911,-1.745,-0.2151,-0.022,-0.042,0.456,0.335,-1.990,0.0109,0.008,-0.047
,,,,,,,19.500,-9.057,-0.984,-1.187,-0.2162,-0.023,-0.028,0.468,0.230,-2.304,0.0112,0.005,-0.055
,,,,,,,19.550,-9.107,-1.026,-0.593,-0.2174,-0.024,-0.014,0.478,0.105,-2.583,0.0114,0.002,-0.062
,,,,,,,19.600,-9.161,-1.047,0.105,-0.2187,-0.025,0.002,0.481,-0.031,-2.723,0.0115,-7.500E-4,-0.065
,,,,,,,19.650,-9.214,-1.026,0.908,-0.2200,-0.024,0.022,0.474,-0.178,-2.618,0.0113,-0.004,-0.062
,,,,,,,19.700,-9.265,-0.953,1.676,-0.2212,-0.023,0.040,0.462,-0.304,-2.269,0.0110,-0.007,-0.054
,,,,,,,19.750,-9.312,-0.848,2.234,-0.2223,-0.020,0.053,0.443,-0.408,-1.710,0.0106,-0.010,-0.041
,,,,,,,19.800,-9.349,-0.723,2.548,-0.2232,-0.017,0.061,0.421,-0.482,-1.012,0.0100,-0.011,-0.024
,,,,,,,19.850,-9.384,-0.586,2.723,-0.2240,-0.014,0.065,0.393,-0.513,-0.244,0.0094,-0.012,-0.006
,,,,,,,19.900,-9.409,-0.450,2.758,-0.2246,-0.011,0.066,0.368,-0.503,0.454,0.0088,-0.012,0.011
,,,,,,,19.950,-9.428,-0.304,2.618,-0.2251,-0.007,0.062,0.342,-0.461,1.082,0.0082,-0.011,0.026
,,,,,,,20.000,-9.440,-0.178,2.269,-0.2254,-0.004,0.054,0.320,-0.398,1.710,0.0076,-0.009,0.041
,,,,,,,20.050,-9.444,-0.073,1.710,-0.2254,-0.002,0.041,0.302,-0.293,2.304,0.0072,-0.007,0.055
,,,,,,,20.100,-9.447,0.000,1.047,-0.2255,0.000,0.025,0.289,-0.157,2.688,0.0069,-0.004,0.064
,,,,,,,20.150,-9.444,0.031,0.279,-0.2254,7.500E-4,0.007,0.286,-0.010,2.723,0.0068,-2.500E-4,0.065
,,,,,,,20.200,-9.440,0.031,-0.524,-0.2254,7.500E-4,-0.012,0.289,0.126,2.513,0.0069,0.003,0.060
,,,,,,,20.250,-9.440,-0.021,-1.292,-0.2254,-5.000E-4,-0.031,0.298,0.241,2.234,0.0071,0.006,0.053
,,,,,,,20.300,-9.440,-0.105,-1.955,-0.2254,-0.002,-0.047,0.314,0.346,1.920,0.0075,0.008,0.046
,,,,,,,20.350,-9.450,-0.220,-2.409,-0.2256,-0.005,-0.057,0.333,0.440,1.466,0.0079,0.010,0.035
,,,,,,,20.400,-9.462,-0.356,-2.653,-0.2259,-0.008,-0.063,0.358,0.503,0.803,0.0085,0.012,0.019
,,,,,,,20.450,-9.484,-0.492,-2.688,-0.2264,-0.012,-0.064,0.386,0.524,0.035,0.0092,0.012,8.333E-4
,,,,,,,20.500,-9.513,-0.628,-2.583,-0.2271,-0.015,-0.062,0.412,0.503,-0.698,0.0098,0.012,-0.017
,,,,,,,20.550,-9.547,-0.754,-2.374,-0.2279,-0.018,-0.057,0.437,0.450,-1.361,0.0104,0.011,-0.032
,,,,,,,20.600,-9.588,-0.869,-2.059,-0.2289,-0.021,-0.049,0.459,0.367,-1.920,0.0109,0.009,-0.046
,,,,,,,20.650,-9.635,-0.963,,-0.2300,-0.023,,0.474,0.251,,0.0113,0.006,
,,,,,,,20.700,-9.686,-1.037,,-0.2312,-0.025,,0.484,0.126,,0.0115,0.003,
,,,,,,,20.750,-9.739,,,-0.2325,,,0.487,,,0.0116,,
