"Time (s) Run #1","x-Position, Object #1 (m) Run #1","y-Position, Object #1 (m) Run #1","x-Velocity, Object #1 (m/s) Run #1","y-Velocity, Object #1 (m/s) Run #1","x-Acceleration, Object #1 (m/s²) Run #1","y-Acceleration, Object #1 (m/s²) Run #1","Time (s) Run #2","Angle, 004-000 (rad) Run #2","Angular Velocity, 004-000 (rad/s) Run #2","Angular Acceleration, 004-000 (rad/s²) Run #2","Position, 004-000 (m) Run #2","Velocity, 004-000 (m/s) Run #2","Acceleration, 004-000 (m/s²) Run #2","Angle, 670-231 (rad) Run #2","Angular Velocity, 670-231 (rad/s) Run #2","Angular Acceleration, 670-231 (rad/s²) Run #2","Position, 670-231 (m) Run #2","Velocity, 670-231 (m/s) Run #2","Acceleration, 670-231 (m/s²) Run #2"
,,,,,,,18.300,-8.954,-0.304,1.222,-0.2137,-0.007,0.029,0.239,-0.188,1.012,0.0057,-0.004,0.024
,,,,,,,18.350,-8.966,-0.251,0.838,-0.2140,-0.006,0.020,0.232,-0.136,1.152,0.0055,-0.003,0.027
,,,,,,,18.400,-8.979,-0.220,0.419,-0.2143,-0.005,0.010,0.226,-0.073,1.292,0.0054,-0.002,0.031
,,,,,,,18.450,-8.988,-0.209,-1.035E-13,-0.2146,-0.005,2.203E-15,0.223,-0.010,1.431,0.0053,-2.500E-4,0.034
,,,,,,,18.500,-8.998,-0.220,-0.349,-0.2148,-0.005,-0.008,0.226,0.073,1.466,0.0054,0.002,0.035
,,,,,,,18.550,-9.010,-0.251,-0.628,-0.2151,-0.006,-0.015,0.229,0.147,1.326,0.0055,0.003,0.032
,,,,,,,18.600,-9.023,-0.283,-0.908,-0.2154,-0.007,-0.022,0.242,0.209,1.012,0.0058,0.005,0.024
,,,,,,,18.650,-9.038,-0.335,-1.222,-0.2158,-0.008,-0.029,0.251,0.251,0.663,0.0060,0.006,0.016
,,,,,,,18.700,-9.054,-0.408,-1.536,-0.2161,-0.010,-0.037,0.267,0.272,0.314,0.0064,0.006,0.007
,,,,,,,18.750,-9.079,-0.492,-1.676,-0.2167,-0.012,-0.040,0.280,0.283,-1.721E-14,0.0067,0.007,-3.296E-16
,,,,,,,18.800,-9.104,-0.586,-1.606,-0.2173,-0.014,-0.038,0.295,0.272,-0.349,0.0070,0.006,-0.008
,,,,,,,18.850,-9.136,-0.660,-1.326,-0.2181,-0.016,-0.032,0.308,0.251,-0.733,0.0073,0.006,-0.017
,,,,,,,18.900,-9.173,-0.723,-0.942,-0.2190,-0.017,-0.022,0.320,0.199,-1.082,0.0076,0.005,-0.026
,,,,,,,18.950,-9.208,-0.754,-0.593,-0.2198,-0.018,-0.014,0.330,0.136,-1.326,0.0079,0.003,-0.032
,,,,,,,19.000,-9.249,-0.775,-0.244,-0.2208,-0.018,-0.006,0.333,0.063,-1.396,0.0079,0.001,-0.033
,,,,,,,19.050,-9.287,-0.785,0.105,-0.2217,-0.019,0.002,0.336,-0.010,-1.361,0.0080,-2.500E-4,-0.032
,,,,,,,19.100,-9.327,-0.764,0.489,-0.2227,-0.018,0.012,0.333,-0.073,-1.257,0.0079,-0.002,-0.030
,,,,,,,19.150,-9.365,-0.733,0.838,-0.2236,-0.017,0.020,0.327,-0.136,-1.117,0.0078,-0.003,-0.027
,,,,,,,19.200,-9.400,-0.681,1.117,-0.2244,-0.016,0.027,0.320,-0.188,-0.942,0.0076,-0.004,-0.022
,,,,,,,19.250,-9.434,-0.618,1.326,-0.2252,-0.015,0.032,0.308,-0.230,-0.663,0.0073,-0.005,-0.016
,,,,,,,19.300,-9.462,-0.545,1.396,-0.2259,-0.013,0.033,0.295,-0.262,-0.314,0.0070,-0.006,-0.007
,,,,,,,19.350,-9.488,-0.471,1.361,-0.2265,-0.011,0.032,0.283,-0.262,0.105,0.0067,-0.006,0.002
,,,,,,,19.400,-9.510,-0.408,1.292,-0.2270,-0.010,0.031,0.267,-0.251,0.559,0.0064,-0.006,0.013
,,,,,,,19.450,-9.528,-0.346,1.222,-0.2275,-0.008,0.029,0.258,-0.209,0.942,0.0061,-0.005,0.022
,,,,,,,19.500,-9.544,-0.283,1.047,-0.2278,-0.007,0.025,0.245,-0.147,1.222,0.0058,-0.003,0.029
,,,,,,,19.550,-9.557,-0.230,0.663,-0.2281,-0.005,0.016,0.242,-0.084,1.326,0.0058,-0.002,0.032
,,,,,,,19.600,-9.566,-0.209,0.140,-0.2284,-0.005,0.003,0.239,-0.010,1.361,0.0057,-2.500E-4,0.032
,,,,,,,19.650,-9.576,-0.220,-0.349,-0.2286,-0.005,-0.008,0.239,0.052,1.361,0.0057,0.001,0.032
,,,,,,,19.700,-9.588,-0.251,-0.698,-0.2289,-0.006,-0.017,0.245,0.126,1.292,0.0058,0.003,0.031
,,,,,,,19.750,-9.601,-0.293,-0.977,-0.2292,-0.007,-0.023,0.251,0.188,1.152,0.0060,0.004,0.027
,,,,,,,19.800,-9.616,-0.346,-1.222,-0.2296,-0.008,-0.029,0.264,0.241,0.873,0.0063,0.006,0.021
,,,,,,,19.850,-9.635,-0.419,-1.396,-0.2300,-0.010,-0.033,0.276,0.283,0.489,0.0066,0.007,0.012
,,,,,,,19.900,-9.657,-0.492,-1.466,-0.2305,-0.012,-0.035,0.292,0.293,1.610E-14,0.0070,0.007,3.383E-16
,,,,,,,19.950,-9.686,-0.565,-1.396,-0.2312,-0.013,-0.033,0.308,0.283,-0.489,0.0073,0.007,-0.012
,,,,,,,20.000,-9.714,-0.639,-1.222,-0.2319,-0.015,-0.029,0.320,0.241,-0.838,0.0076,0.006,-0.020
,,,,,,,20.050,-9.748,-0.691,-0.977,-0.2327,-0.016,-0.023,0.333,0.188,-1.047,0.0079,0.004,-0.025
,,,,,,,20.100,-9.786,-0.733,-0.698,-0.2336,-0.017,-0.017,0.339,0.136,-1.152,0.0081,0.003,-0.027
,,,,,,,20.150,-9.821,-0.764,-0.384,-0.2344,-0.018,-0.009,0.346,0.073,-1.257,0.0082,0.002,-0.030
,,,,,,,20.200,-9.861,-0.775,0.035,-0.2354,-0.018,8.333E-4,0.349,0.010,-1.326,0.0083,2.500E-4,-0.032
,,,,,,,20.250,-9.902,-0.764,0.454,-0.2364,-0.018,0.011,0.346,-0.063,-1.292,0.0082,-0.001,-0.031
,,,,,,,20.300,-9.937,-0.723,0.768,-0.2372,-0.017,0.018,0.342,-0.126,-1.152,0.0082,-0.003,-0.027
,,,,,,,20.350,-9.975,-0.681,0.977,-0.2381,-0.016,0.023,0.333,-0.178,-0.942,0.0079,-0.004,-0.022
,,,,,,,20.400,-10.006,-0.628,,-0.2389,-0.015,,0.324,-0.220,,0.0077,-0.005,
,,,,,,,20.450,-10.037,-0.565,,-0.2396,-0.013,,0.311,-0.251,,0.0074,-0.006,
,,,,,,,20.500,-10.063,,,-0.2402,,,0.298,,,0.0071,,
